title,url,rank,list_items,sections
Albion,http://en.wikipedia.org/wiki/Albion_(disambiguation),396,86,17
Arcadia,http://en.wikipedia.org/wiki/Arcadia_(disambiguation),396,86,11
Cat,http://en.wikipedia.org/wiki/Cat_(disambiguation),396,86,14
Cross,http://en.wikipedia.org/wiki/Cross_(disambiguation),396,86,18
Frederick,http://en.wikipedia.org/wiki/Frederick,396,86,22
Hurricane,http://en.wikipedia.org/wiki/Hurricane_(disambiguation),396,86,12
Manchester,http://en.wikipedia.org/wiki/Manchester_(disambiguation),396,86,15
Roscoe,http://en.wikipedia.org/wiki/Roscoe,396,86,8
Saint Vincent,http://en.wikipedia.org/wiki/Saint_Vincent,396,86,13
Sala,http://en.wikipedia.org/wiki/Sala,396,86,10
Sam,http://en.wikipedia.org/wiki/Sam,396,86,19
San José,http://en.wikipedia.org/wiki/San_Jos%C3%A9,396,86,22
SHS,http://en.wikipedia.org/wiki/SHS,396,86,5
Solo,http://en.wikipedia.org/wiki/Solo,396,86,17
St. Thomas' Church,http://en.wikipedia.org/wiki/St._Thomas%27_Church,396,86,13
Stanley,http://en.wikipedia.org/wiki/Stanley,396,86,19
U.S. Post Office and Courthouse,http://en.wikipedia.org/wiki/U.S._Post_Office_and_Courthouse,396,86,2
Avalon,http://en.wikipedia.org/wiki/Avalon_(disambiguation),413,85,23
Caledonia,http://en.wikipedia.org/wiki/Caledonia_(disambiguation),413,85,13
Chenar,http://en.wikipedia.org/wiki/Chenar,413,85,20
Concordia,http://en.wikipedia.org/wiki/Concordia,413,85,19
Cone,http://en.wikipedia.org/wiki/Cone_(disambiguation),413,85,13
Eve,http://en.wikipedia.org/wiki/Eve_(disambiguation),413,85,13
Hunter,http://en.wikipedia.org/wiki/Hunter_(disambiguation),413,85,15
John Stewart,http://en.wikipedia.org/wiki/John_Stewart,413,85,10
Larry,http://en.wikipedia.org/wiki/Larry,413,85,16
Miracle,http://en.wikipedia.org/wiki/Miracle_(disambiguation),413,85,10
Mount Pleasant,http://en.wikipedia.org/wiki/Mount_Pleasant,413,85,10
Pip,http://en.wikipedia.org/wiki/Pip,413,85,10
Regent,http://en.wikipedia.org/wiki/Regent_(disambiguation),413,85,10
SAS,http://en.wikipedia.org/wiki/SAS,413,85,16
Stella,http://en.wikipedia.org/wiki/Stella,413,85,18
Tornado,http://en.wikipedia.org/wiki/Tornado_(disambiguation),413,85,19
37th,http://en.wikipedia.org/wiki/37th,429,84,2
Beaver,http://en.wikipedia.org/wiki/Beaver_(disambiguation),429,84,15
Cob,http://en.wikipedia.org/wiki/Cob,429,84,14
David Jones,http://en.wikipedia.org/wiki/David_Jones,429,84,18
DM,http://en.wikipedia.org/wiki/DM,429,84,19
Dąbrówka,http://en.wikipedia.org/wiki/D%C4%85br%C3%B3wka,429,84,2
John Davis,http://en.wikipedia.org/wiki/John_Davis,429,84,9
Maverick,http://en.wikipedia.org/wiki/Maverick,429,84,15
Ortiz,http://en.wikipedia.org/wiki/Ortiz,429,84,3
Pardo,http://en.wikipedia.org/wiki/Pardo_(disambiguation),429,84,3
Reduction,http://en.wikipedia.org/wiki/Reduction,429,84,14
Sky,http://en.wikipedia.org/wiki/Sky_(disambiguation),429,84,14
Soto,http://en.wikipedia.org/wiki/Soto,429,84,5
St. Joseph's Cathedral,http://en.wikipedia.org/wiki/St._Joseph%27s_Cathedral,429,84,23
Stay,http://en.wikipedia.org/wiki/Stay,429,84,8
Warren,http://en.wikipedia.org/wiki/Warren,429,84,14
Winchester,http://en.wikipedia.org/wiki/Winchester_(disambiguation),429,84,16
Anderson House,http://en.wikipedia.org/wiki/Anderson_House,446,83,3
AP,http://en.wikipedia.org/wiki/AP,446,83,19
ARC,http://en.wikipedia.org/wiki/ARC,446,83,9
Blackbird,http://en.wikipedia.org/wiki/Blackbird,446,83,16
Bolívar,http://en.wikipedia.org/wiki/Bol%C3%ADvar_(disambiguation),446,83,15
C,http://en.wikipedia.org/wiki/C_(disambiguation),446,83,13
C1,http://en.wikipedia.org/wiki/C1,446,83,8
Dub,http://en.wikipedia.org/wiki/Dub,446,83,10
Eclipse,http://en.wikipedia.org/wiki/Eclipse_(disambiguation),446,83,11
Franklin,http://en.wikipedia.org/wiki/Franklin,446,83,11
Hold On,http://en.wikipedia.org/wiki/Hold_On,446,83,3
Marion Township,http://en.wikipedia.org/wiki/Marion_Township,446,83,17
MT,http://en.wikipedia.org/wiki/MT,446,83,14
Neville,http://en.wikipedia.org/wiki/Neville,446,83,7
Newcastle,http://en.wikipedia.org/wiki/Newcastle,446,83,16
Odyssey,http://en.wikipedia.org/wiki/Odyssey_(disambiguation),446,83,15
Park,http://en.wikipedia.org/wiki/Park_(disambiguation),446,83,7
Power,http://en.wikipedia.org/wiki/Power,446,83,13
Powers,http://en.wikipedia.org/wiki/Powers,446,83,5
Renaissance,http://en.wikipedia.org/wiki/Renaissance_(disambiguation),446,83,10
S1,http://en.wikipedia.org/wiki/S1,446,83,16
Saint Etienne,http://en.wikipedia.org/wiki/Saint_Etienne,446,83,5
San Antonio,http://en.wikipedia.org/wiki/San_Antonio_(disambiguation),446,83,14
Smith,http://en.wikipedia.org/wiki/Smith,446,83,10
Aggie,http://en.wikipedia.org/wiki/Aggie,470,82,9
Believe,http://en.wikipedia.org/wiki/Believe,470,82,7
Beth,http://en.wikipedia.org/wiki/Beth,470,82,6
Champion,http://en.wikipedia.org/wiki/Champion_(disambiguation),470,82,16
Change,http://en.wikipedia.org/wiki/Change,470,82,8
Herald,http://en.wikipedia.org/wiki/Herald_(disambiguation),470,82,7
John Thompson,http://en.wikipedia.org/wiki/John_Thompson,470,82,7
Leroy,http://en.wikipedia.org/wiki/Leroy,470,82,7
LP,http://en.wikipedia.org/wiki/LP,470,82,9
National Convention,http://en.wikipedia.org/wiki/National_Convention_(disambiguation),470,82,15
Noise,http://en.wikipedia.org/wiki/Noise_(disambiguation),470,82,10
Qasim,http://en.wikipedia.org/wiki/Qasim,470,82,6
Red,http://en.wikipedia.org/wiki/Red_(disambiguation),470,82,12
Run,http://en.wikipedia.org/wiki/Run,470,82,11
Schmitt,http://en.wikipedia.org/wiki/Schmitt,470,82,4
Tomorrow,http://en.wikipedia.org/wiki/Tomorrow,470,82,10
Westminster,http://en.wikipedia.org/wiki/Westminster_(disambiguation),470,82,15
2,http://en.wikipedia.org/wiki/2_(disambiguation),487,81,13
Broadway,http://en.wikipedia.org/wiki/Broadway,487,81,15
David Smith,http://en.wikipedia.org/wiki/David_Smith,487,81,11
E,http://en.wikipedia.org/wiki/E_(disambiguation),487,81,13
Harrison Township,http://en.wikipedia.org/wiki/Harrison_Township,487,81,15
Huta,http://en.wikipedia.org/wiki/Huta,487,81,20
John Martin,http://en.wikipedia.org/wiki/John_Martin,487,81,14
Juha,http://en.wikipedia.org/wiki/Juha_(disambiguation),487,81,4
SSS,http://en.wikipedia.org/wiki/SSS,487,81,9
The Collection,http://en.wikipedia.org/wiki/The_Collection,487,81,5
The End,http://en.wikipedia.org/wiki/The_End,487,81,12
Tobin,http://en.wikipedia.org/wiki/Tobin,487,81,6
Victoria,http://en.wikipedia.org/wiki/Victoria,487,81,15
Walker House,http://en.wikipedia.org/wiki/Walker_House,487,81,2
Waterloo,http://en.wikipedia.org/wiki/Waterloo,487,81,15
Weston,http://en.wikipedia.org/wiki/Weston,487,81,12
Ada,http://en.wikipedia.org/wiki/Ada,503,80,19
AHS,http://en.wikipedia.org/wiki/AHS,503,80,6
Awakening,http://en.wikipedia.org/wiki/Awakening,503,80,11
BHS,http://en.wikipedia.org/wiki/BHS,503,80,2
C2,http://en.wikipedia.org/wiki/C2,503,80,7
Courthouse Square Historic District,http://en.wikipedia.org/wiki/Courthouse_Square_Historic_District,503,80,1
Cumberland,http://en.wikipedia.org/wiki/Cumberland_(disambiguation),503,80,14
Dynamo FC,http://en.wikipedia.org/wiki/Dynamo_FC,503,80,4
Exodus,http://en.wikipedia.org/wiki/Exodus,503,80,13
Frame,http://en.wikipedia.org/wiki/Frame,503,80,8
Glyn,http://en.wikipedia.org/wiki/Glyn,503,80,4
Group,http://en.wikipedia.org/wiki/Group,503,80,13
Hampton,http://en.wikipedia.org/wiki/Hampton,503,80,8
Harmony,http://en.wikipedia.org/wiki/Harmony_(disambiguation),503,80,10
John Scott,http://en.wikipedia.org/wiki/John_Scott,503,80,6
Mayo,http://en.wikipedia.org/wiki/Mayo,503,80,12
Midway,http://en.wikipedia.org/wiki/Midway,503,80,8
Monroe Township,http://en.wikipedia.org/wiki/Monroe_Township,503,80,17
Partido Comunista,http://en.wikipedia.org/wiki/Partido_Comunista,503,80,1
San Rafael,http://en.wikipedia.org/wiki/San_Rafael,503,80,4
St. Martin's Church,http://en.wikipedia.org/wiki/St._Martin%27s_Church,503,80,11
Swift,http://en.wikipedia.org/wiki/Swift_(disambiguation),503,80,8
Therese,http://en.wikipedia.org/wiki/Therese,503,80,10
2nd Regiment,http://en.wikipedia.org/wiki/2nd_Regiment,526,79,15
Anna,http://en.wikipedia.org/wiki/Anna,526,79,11
Array,http://en.wikipedia.org/wiki/Array,526,79,10
Berlin,http://en.wikipedia.org/wiki/Berlin_(disambiguation),526,79,11
Black River,http://en.wikipedia.org/wiki/Black_River,526,79,20
Blackout,http://en.wikipedia.org/wiki/Blackout,526,79,11
Brave,http://en.wikipedia.org/wiki/Brave,526,79,15
Butler,http://en.wikipedia.org/wiki/Butler_(disambiguation),526,79,13
Face to Face,http://en.wikipedia.org/wiki/Face_to_Face,526,79,7
Family,http://en.wikipedia.org/wiki/Family_(disambiguation),526,79,16
Gaia,http://en.wikipedia.org/wiki/Gaia,526,79,14
Hermitage,http://en.wikipedia.org/wiki/Hermitage,526,79,24
"Hesar, Iran","http://en.wikipedia.org/wiki/Hesar,_Iran",526,79,18
Hussainabad,http://en.wikipedia.org/wiki/Hussainabad,526,79,3
Inferno,http://en.wikipedia.org/wiki/Inferno,526,79,12
István,http://en.wikipedia.org/wiki/Istv%C3%A1n,526,79,7
K,http://en.wikipedia.org/wiki/K_(disambiguation),526,79,13
Makoto,http://en.wikipedia.org/wiki/Makoto,526,79,5
Montague,http://en.wikipedia.org/wiki/Montague,526,79,11
Nur al-Din,http://en.wikipedia.org/wiki/Nur_al-Din,526,79,4
Pegasus,http://en.wikipedia.org/wiki/Pegasus_(disambiguation),526,79,12
PM,http://en.wikipedia.org/wiki/PM,526,79,10
Pyramid,http://en.wikipedia.org/wiki/Pyramid_(disambiguation),526,79,15
Romance,http://en.wikipedia.org/wiki/Romance,526,79,11
Ruby,http://en.wikipedia.org/wiki/Ruby_(disambiguation),526,79,13
Saint Joseph,http://en.wikipedia.org/wiki/Saint_Joseph_(disambiguation),526,79,15
San Isidro,http://en.wikipedia.org/wiki/San_Isidro,526,79,16
Tonight,http://en.wikipedia.org/wiki/Tonight,526,79,5
Twilight,http://en.wikipedia.org/wiki/Twilight_(disambiguation),526,79,10
Valea Mare River,http://en.wikipedia.org/wiki/Valea_Mare_River_(disambiguation),526,79,2
1st Division,http://en.wikipedia.org/wiki/1st_Division,556,78,7
Bear,http://en.wikipedia.org/wiki/Bear_(disambiguation),556,78,11
Bernardino,http://en.wikipedia.org/wiki/Bernardino,556,78,5
Bosch,http://en.wikipedia.org/wiki/Bosch,556,78,8
Burlington,http://en.wikipedia.org/wiki/Burlington,556,78,11
Dot,http://en.wikipedia.org/wiki/Dot,556,78,8
FA,http://en.wikipedia.org/wiki/FA,556,78,10
Fairview,http://en.wikipedia.org/wiki/Fairview,556,78,9
Goodbye,http://en.wikipedia.org/wiki/Goodbye,556,78,6
Irene,http://en.wikipedia.org/wiki/Irene,556,78,11
Leopold,http://en.wikipedia.org/wiki/Leopold,556,78,28
Madison,http://en.wikipedia.org/wiki/Madison,556,78,11
Mary,http://en.wikipedia.org/wiki/Mary,556,78,9
Masonic Temple,http://en.wikipedia.org/wiki/Masonic_Temple_(disambiguation),556,78,5
Monster,http://en.wikipedia.org/wiki/Monster_(disambiguation),556,78,17
PAC,http://en.wikipedia.org/wiki/PAC,556,78,14
Regular,http://en.wikipedia.org/wiki/Regular,556,78,13
SCC,http://en.wikipedia.org/wiki/SCC,556,78,13
Thomas Smith,http://en.wikipedia.org/wiki/Thomas_Smith,556,78,7
Triad,http://en.wikipedia.org/wiki/Triad,556,78,14
Viper,http://en.wikipedia.org/wiki/Viper_(disambiguation),556,78,17
Wanderer,http://en.wikipedia.org/wiki/Wanderer,556,78,14
William Jones,http://en.wikipedia.org/wiki/William_Jones,556,78,7
Yamato,http://en.wikipedia.org/wiki/Yamato,556,78,14
Animal,http://en.wikipedia.org/wiki/Animal_(disambiguation),580,77,11
Bayan,http://en.wikipedia.org/wiki/Bayan,580,77,9
Brunswick,http://en.wikipedia.org/wiki/Brunswick,580,77,15
Bubble,http://en.wikipedia.org/wiki/Bubble,580,77,12
Court of appeals,http://en.wikipedia.org/wiki/Court_of_appeals_(disambiguation),580,77,2
Durán,http://en.wikipedia.org/wiki/Dur%C3%A1n,580,77,4
Faizabad,http://en.wikipedia.org/wiki/Faizabad_(disambiguation),580,77,28
Fulk,http://en.wikipedia.org/wiki/Fulk,580,77,6
Georgetown,http://en.wikipedia.org/wiki/Georgetown,580,77,13
Gypsy,http://en.wikipedia.org/wiki/Gypsy,580,77,10
Hudson,http://en.wikipedia.org/wiki/Hudson,580,77,11
John White,http://en.wikipedia.org/wiki/John_White,580,77,10
Lonnie,http://en.wikipedia.org/wiki/Lonnie,580,77,2
M1,http://en.wikipedia.org/wiki/M1,580,77,19
Metropolis,http://en.wikipedia.org/wiki/Metropolis_(disambiguation),580,77,10
Mo,http://en.wikipedia.org/wiki/Mo,580,77,7
Notre Dame High School,http://en.wikipedia.org/wiki/Notre_Dame_High_School,580,77,11
Pope,http://en.wikipedia.org/wiki/Pope_(disambiguation),580,77,11
Rex,http://en.wikipedia.org/wiki/Rex,580,77,16
Robert Williams,http://en.wikipedia.org/wiki/Robert_Williams,580,77,8
Rose,http://en.wikipedia.org/wiki/Rose_(disambiguation),580,77,10
Saint-Michel,http://en.wikipedia.org/wiki/Saint-Michel,580,77,4
Set,http://en.wikipedia.org/wiki/Set,580,77,15
Spring,http://en.wikipedia.org/wiki/Spring,580,77,12
T1,http://en.wikipedia.org/wiki/T1,580,77,13
Thayer,http://en.wikipedia.org/wiki/Thayer,580,77,5
The Other Side,http://en.wikipedia.org/wiki/The_Other_Side,580,77,8
William Thomas,http://en.wikipedia.org/wiki/William_Thomas,580,77,9
Woodstock,http://en.wikipedia.org/wiki/Woodstock_(disambiguation),580,77,12
Alba,http://en.wikipedia.org/wiki/Alba_(disambiguation),609,76,12
Alive,http://en.wikipedia.org/wiki/Alive,609,76,9
BJ,http://en.wikipedia.org/wiki/BJ,609,76,5
Central,http://en.wikipedia.org/wiki/Central,609,76,11
Horizon,http://en.wikipedia.org/wiki/Horizon_(disambiguation),609,76,12
Jerome,http://en.wikipedia.org/wiki/Jerome_(disambiguation),609,76,9
John Robinson,http://en.wikipedia.org/wiki/John_Robinson,609,76,12
Julio Cesar,http://en.wikipedia.org/wiki/Julio_Cesar,609,76,11
Kingston,http://en.wikipedia.org/wiki/Kingston,609,76,9
Libertarian Party,http://en.wikipedia.org/wiki/Libertarian_Party,609,76,2
Lucas,http://en.wikipedia.org/wiki/Lucas,609,76,9
Lynx,http://en.wikipedia.org/wiki/Lynx_(disambiguation),609,76,14
Masquerade,http://en.wikipedia.org/wiki/Masquerade,609,76,10
Mia,http://en.wikipedia.org/wiki/Mia,609,76,12
Ministry of Defence,http://en.wikipedia.org/wiki/Ministry_of_Defence,609,76,2
Myrtle,http://en.wikipedia.org/wiki/Myrtle,609,76,9
Pearl,http://en.wikipedia.org/wiki/Pearl_(disambiguation),609,76,12
San Francisco,http://en.wikipedia.org/wiki/San_Francisco_(disambiguation),609,76,20
Si,http://en.wikipedia.org/wiki/Si,609,76,13
Slatina,http://en.wikipedia.org/wiki/Slatina,609,76,14
Spectrum,http://en.wikipedia.org/wiki/Spectrum_(disambiguation),609,76,11
St. Mark's Episcopal Church,http://en.wikipedia.org/wiki/St._Mark%27s_Episcopal_Church,609,76,35
Sunrise,http://en.wikipedia.org/wiki/Sunrise_(disambiguation),609,76,14
Sven,http://en.wikipedia.org/wiki/Sven,609,76,7
Tag,http://en.wikipedia.org/wiki/Tag,609,76,10
Why,http://en.wikipedia.org/wiki/Why,609,76,15
Alexandria,http://en.wikipedia.org/wiki/Alexandria_(disambiguation),635,75,11
Anderson,http://en.wikipedia.org/wiki/Anderson,635,75,14
BCC,http://en.wikipedia.org/wiki/BCC,635,75,9
Billy,http://en.wikipedia.org/wiki/Billy,635,75,9
Burn,http://en.wikipedia.org/wiki/Burn_(disambiguation),635,75,10
C. pallida,http://en.wikipedia.org/wiki/C._pallida,635,75,2
Constantine,http://en.wikipedia.org/wiki/Constantine,635,75,8
CSA,http://en.wikipedia.org/wiki/CSA,635,75,11
D2,http://en.wikipedia.org/wiki/D2,635,75,13
DP,http://en.wikipedia.org/wiki/DP,635,75,9
Ezra,http://en.wikipedia.org/wiki/Ezra_(disambiguation),635,75,10
Fallen angel,http://en.wikipedia.org/wiki/Fallen_angel_(disambiguation),635,75,8
Icarus,http://en.wikipedia.org/wiki/Icarus_(disambiguation),635,75,9
Icon,http://en.wikipedia.org/wiki/Icon_(disambiguation),635,75,9
John Evans,http://en.wikipedia.org/wiki/John_Evans,635,75,14
John Murray,http://en.wikipedia.org/wiki/John_Murray,635,75,12
Johnny,http://en.wikipedia.org/wiki/Johnny,635,75,6
Kemp,http://en.wikipedia.org/wiki/Kemp,635,75,3
Kennedy,http://en.wikipedia.org/wiki/Kennedy,635,75,7
Lafayette,http://en.wikipedia.org/wiki/Lafayette,635,75,11
Leeds,http://en.wikipedia.org/wiki/Leeds_(disambiguation),635,75,17
Linden,http://en.wikipedia.org/wiki/Linden,635,75,17
Main Street Historic District,http://en.wikipedia.org/wiki/Main_Street_Historic_District,635,75,2
Miami,http://en.wikipedia.org/wiki/Miami_(disambiguation),635,75,12
Millennium,http://en.wikipedia.org/wiki/Millennium_(disambiguation),635,75,15
Newtown,http://en.wikipedia.org/wiki/Newtown,635,75,11
Saint-Aubin,http://en.wikipedia.org/wiki/Saint-Aubin,635,75,8
St. Peter and St. Paul's Church,http://en.wikipedia.org/wiki/St._Peter_and_St._Paul%27s_Church,635,75,20
Steven Smith,http://en.wikipedia.org/wiki/Steven_Smith,635,75,14
Sydney,http://en.wikipedia.org/wiki/Sydney_(disambiguation),635,75,7
Venus,http://en.wikipedia.org/wiki/Venus_(disambiguation),635,75,13
Warner,http://en.wikipedia.org/wiki/Warner,635,75,7
William Robinson,http://en.wikipedia.org/wiki/William_Robinson,635,75,8
Yamamoto,http://en.wikipedia.org/wiki/Yamamoto,635,75,4
C3,http://en.wikipedia.org/wiki/C3,669,74,7
Carnegie Library,http://en.wikipedia.org/wiki/Carnegie_Library_(disambiguation),669,74,26
Cobra,http://en.wikipedia.org/wiki/Cobra_(disambiguation),669,74,15
De Hoop,http://en.wikipedia.org/wiki/De_Hoop,669,74,4
Drive,http://en.wikipedia.org/wiki/Drive,669,74,11
Green Line,http://en.wikipedia.org/wiki/Green_Line,669,74,7
Guardian,http://en.wikipedia.org/wiki/Guardian,669,74,16
Heaven,http://en.wikipedia.org/wiki/Heaven_(disambiguation),669,74,8
Hopewell,http://en.wikipedia.org/wiki/Hopewell,669,74,4
Isis,http://en.wikipedia.org/wiki/Isis_(disambiguation),669,74,13
John Russell,http://en.wikipedia.org/wiki/John_Russell,669,74,9
Karam,http://en.wikipedia.org/wiki/Karam,669,74,9
Kearney,http://en.wikipedia.org/wiki/Kearney,669,74,6
Martin,http://en.wikipedia.org/wiki/Martin,669,74,17
Max,http://en.wikipedia.org/wiki/Max,669,74,12
Memorial High School,http://en.wikipedia.org/wiki/Memorial_High_School,669,74,7
PCC,http://en.wikipedia.org/wiki/PCC,669,74,7
Ponsonby,http://en.wikipedia.org/wiki/Ponsonby,669,74,5
Reunion,http://en.wikipedia.org/wiki/Reunion,669,74,10
Rosette,http://en.wikipedia.org/wiki/Rosette,669,74,9
Seyyedabad,http://en.wikipedia.org/wiki/Seyyedabad,669,74,27
Silesian,http://en.wikipedia.org/wiki/Silesian,669,74,10
Specific,http://en.wikipedia.org/wiki/Specific,669,74,9
Spirit,http://en.wikipedia.org/wiki/Spirit_(disambiguation),669,74,9
Unity,http://en.wikipedia.org/wiki/Unity,669,74,11
West End,http://en.wikipedia.org/wiki/West_End,669,74,15
Zephyr,http://en.wikipedia.org/wiki/Zephyr,669,74,11
5,http://en.wikipedia.org/wiki/5_(disambiguation),696,73,10
Adelaide,http://en.wikipedia.org/wiki/Adelaide_(disambiguation),696,73,11
Allen House,http://en.wikipedia.org/wiki/Allen_House,696,73,2
Anomaly,http://en.wikipedia.org/wiki/Anomaly,696,73,9
Arlington,http://en.wikipedia.org/wiki/Arlington,696,73,12
Bumblebee,http://en.wikipedia.org/wiki/Bumblebee_(disambiguation),696,73,25
Campos,http://en.wikipedia.org/wiki/Campos,696,73,6
Captain,http://en.wikipedia.org/wiki/Captain,696,73,13
Charles Brown,http://en.wikipedia.org/wiki/Charles_Brown,696,73,10
CM,http://en.wikipedia.org/wiki/CM,696,73,11
Coming Home,http://en.wikipedia.org/wiki/Coming_Home,696,73,8
DOC,http://en.wikipedia.org/wiki/DOC,696,73,8
Flame,http://en.wikipedia.org/wiki/Flame_(disambiguation),696,73,11
Grace,http://en.wikipedia.org/wiki/Grace,696,73,16
Guthrie,http://en.wikipedia.org/wiki/Guthrie,696,73,8
Halifax,http://en.wikipedia.org/wiki/Halifax,696,73,17
Island,http://en.wikipedia.org/wiki/Island_(disambiguation),696,73,7
Line,http://en.wikipedia.org/wiki/Line,696,73,13
Major,http://en.wikipedia.org/wiki/Major_(disambiguation),696,73,10
Maria,http://en.wikipedia.org/wiki/Maria,696,73,11
Murray,http://en.wikipedia.org/wiki/Murray,696,73,10
Prince Karl,http://en.wikipedia.org/wiki/Prince_Karl,696,73,2
Rocky,http://en.wikipedia.org/wiki/Rocky_(disambiguation),696,73,8
Saidabad,http://en.wikipedia.org/wiki/Saidabad_(disambiguation),696,73,26
Santana,http://en.wikipedia.org/wiki/Santana,696,73,11
Shock,http://en.wikipedia.org/wiki/Shock,696,73,14
Sphere,http://en.wikipedia.org/wiki/Sphere_(disambiguation),696,73,10
St. Leo,http://en.wikipedia.org/wiki/St._Leo,696,73,8
St. Patrick's Church,http://en.wikipedia.org/wiki/St._Patrick%27s_Church,696,73,7
Threshold,http://en.wikipedia.org/wiki/Threshold,696,73,8
